ProductName,Qty,Unit_Price,SaleDate,CurrencyType,CustomerID,StoreID
Smith Paper,,15.75,1/21/2025,USD,e7ca4c9c-f50c-47b7-bfa8-9099481cda82,store-A
Johnson Mirror,1,15.75,10/14/2024,OMR,fa0921c6-b10f-4a8a-bb80-2c6db42851f8,store-A
Roberts Pen,2,30,4/16/2025,usd,ff1f1a3e-4889-46d4-824e-d92e4c51cf45,store-A
White Monitor,,15.75,1/9/2025,,953b7f1c-47e2-4d65-92c1-871feb259325,store-A
Torres Table,2,30,8/11/2024,usd,276d23d2-aa88-4056-9480-acc4c7d6a499,store-A
Martin Charger,,15.75,12/20/2024,USD,267f6422-e359-4bb5-98c9-300691a129bf,store-A
Walker Camera,1,,2/19/2025,USD,75ba74dd-7ada-4f1d-9bf1-b95d2aaabd98,store-A
Allen Notebook,3,,6/11/2024,Usd,db9a761e-8833-4a9f-9753-6e31705ce909,store-A
Harris Pen,,10.5,10/25/2024,usd,2520f9ed-572a-45a1-96af-3d25c78e1b98,store-A
Green Folder,1,15.75,7/9/2024,usd,9a233a40-5e4b-4f26-9630-d3570e5c198d,store-A
Moore Chair,3,,8/10/2024,usd,1889ca5a-60c6-4da8-8289-4cd9af1f7152,store-A
Jackson Cable,3,30,2/17/2025,Usd,def3ae23-c730-46ec-9332-6141a1c02d0f,store-A
Lewis Ruler,,,9/27/2024,Usd,b1472070-43cf-4430-9a11-f6397f902e0c,store-A
Robinson Shelf,3,10.5,10/26/2024,OMR,f8efa0c5-e7ce-4ddf-995b-e0f440cc0280,store-A
Hall Cup,3,10.5,8/24/2024,USD,9ed6af05-1054-4980-b864-e909daa92273,store-A
Parker Cable,,,5/31/2024,OMR,15fda73e-7b88-4ad7-85c9-d23d8187e574,store-A
Scott Plate,1,15.75,8/23/2024,usd,de635d4f-d67d-4d05-9236-9d073426b4b2,store-A
Adams Brush,3,30,3/22/2025,usd,f44e356e-8887-4a5d-a8c0-47f4fa482a06,store-A
Mitchell Frame,,15.75,10/4/2024,OMR,28db4b77-bf17-4d5e-8c81-aa62e84a1b6e,store-A
Hill Phone,2,15.75,12/24/2024,USD,ff8159fe-b68a-4bd9-848d-64b836a96eae,store-A
Phillips Hook,3,,4/9/2025,,,store-A
Evans Tape,2,20,11/8/2024,usd,103bc58d-7df8-47ae-988b-8738b4b2b050,store-A
Rivera Block,,,6/5/2024,Usd,1b35b6d8-800e-4972-879e-7235f8840cb3,store-A
Sanchez Book,1,,11/10/2024,usd,1f696c4e-14d1-40b4-a151-52968f14a663,store-A
Stewart Mouse,,30,6/30/2024,,,store-A
Gray Tool,3,30,11/1/2024,OMR,ca1fa71a-cb7a-49d0-8784-70a46c5a917d,store-A
James Grip,,15.75,8/20/2024,Usd,cd09a97b-9cf0-43c7-94f7-8429dda52a58,store-A
Barnes Belt,,,5/14/2025,Usd,75d8418d-cfed-4264-8371-5240b329ae85,store-A
Wood Tire,2,,8/2/2024,OMR,,store-A
Price Clip,2,20,1/23/2025,OMR,259051fc-5e0b-49ed-b0a7-09140016fe70,store-A
Bennett Lock,,10.5,10/19/2024,Usd,d0ca3892-b567-47e7-bdd8-e6ff93c008e4,store-A
Henderson Gear,,20,2/10/2025,,d9863483-2c2e-40fe-a61c-947827fdc682,store-A
Coleman Case,3,10.5,6/29/2024,Usd,7ca80b40-9f31-4c1f-a093-65ce89565f36,store-A
Perry Switch,3,10.5,4/28/2025,usd,67ac2bb7-f822-49ef-b717-7957f7b40b8b,store-A
Powell Tube,,15.75,1/6/2025,USD,df0dcf93-d795-418c-8ad0-3f87ebb22022,store-A
Long Mat,2,,1/5/2025,,6d1e722b-f021-40d1-b632-79c8bac35bd8,store-A
Jenkins Valve,,10.5,12/15/2024,Usd,56db1f35-4912-4506-bdcb-454b361283d7,store-A
Flores Coat,1,30,8/29/2024,OMR,ee4817ac-7337-43cb-a0b8-21360d714253,store-A
Bryant Brush,3,15.75,6/18/2024,Usd,,store-A
Russell Oil,3,,5/24/2025,OMR,d51975f7-6f63-42ac-9fff-a6b86d07a7aa,store-A
Diaz Soap,3,15.75,12/9/2024,,86c2d109-c411-48d9-8d1c-0e4c9cf09711,store-A
Hayes Lotion,,10.5,6/19/2024,Usd,10c8ed7e-bba0-4f05-99b7-c72d90c66aaf,store-A
Myers Shampoo,1,15.75,3/3/2025,OMR,7c680274-3c15-495c-b873-51d0caf70312,store-A
Wallace Polish,,30,2/3/2025,USD,7483887b-54a5-4722-af8f-8ff753116c08,store-A
Sullivan Wax,2,20,10/6/2024,Usd,aa397cc2-9832-440f-b220-d8ede4795245,store-A
Graham Cleaner,,15.75,11/25/2024,,f217ea88-9f4e-44ae-9587-4e51dbe668a4,store-A
Cole Polish,,,12/25/2024,usd,089f6dd7-f901-4521-a02c-eb1bf002c6c7,store-A
Washington Skirt,2,15.75,3/12/2025,usd,86f1d0e1-f0ec-4632-82f3-1f232c8221e7,store-A
Foster Hat,1,20,5/25/2025,OMR,05d39b68-833c-45d0-9af3-c0b3bad43a5c,store-A
Alexander Spray,,15.75,4/23/2025,usd,952da22b-e04f-46f1-9fbf-5b5669fcd40b,store-A
Jordan Bleach,3,,11/8/2024,Usd,,store-A
West Shine,,15.75,9/2/2024,OMR,,store-A
Owens Powder,2,,5/26/2024,USD,cd0c15d3-031b-40f3-9855-75b94699e5e5,store-A
Bell Glove,1,10.5,12/2/2024,,dc85e4b9-5a84-4d60-9ada-def3a5408965,store-A
Murphy Dish,1,20,7/26/2024,usd,5550173a-dc5f-4ffc-9ae3-225fbfa52142,store-A
Cook Ball,3,10.5,4/5/2025,USD,d8fd93dd-da71-45d5-8003-d06038c3e018,store-A
Morgan Stick,,30,12/13/2024,Usd,5ae26050-8ef0-4a6a-b066-c0ab0f8f000e,store-A
Reed Rack,,20,8/5/2024,usd,b43b7533-7ef7-42b1-bf04-1924e6d0b1f6,store-A
Ross Cover,1,15.75,8/15/2024,USD,,store-A
Sanderson Spray,3,,8/8/2024,USD,7a2e9e34-b07f-4ef0-bded-ac378df3efd6,store-A
Hanson Flashlight,,20,9/26/2024,USD,124ea517-d2c8-4ce0-8b00-fcdcfecff89e,store-A
Barrett Basket,2,,6/14/2024,,,store-A
Dean Shelf,2,30,12/17/2024,Usd,45e80c31-76d0-4fd0-b052-15be1e44ffaf,store-A
Bowen Tire,2,10.5,10/21/2024,,2398f009-a88e-4af1-b32e-e9eaf1c0409c,store-A
Boone Polish,3,30,1/22/2025,USD,186c1f4d-5f57-49c0-98c6-e20b6fb281bf,store-A
Boone Balm,2,,8/25/2024,USD,05d75424-135a-40ea-9f43-7297d527e0e0,store-A
Lane Mug,2,,7/7/2024,,,store-A
Dixon Marker,,30,3/25/2025,usd,8263d1e9-1cd2-4843-bcac-3c56d400fb28,store-A
Welch Spray,,30,4/22/2025,OMR,,store-A
Gibbs Cream,3,,12/31/2024,,2b06b9cf-bfd9-4a6b-809c-ae5d5b4202e1,store-A
Marsh Jar,2,10.5,5/25/2024,OMR,88391e29-dd77-41ac-aeb3-2000ac46b31f,store-A
Fox Calendar,,20,5/7/2025,USD,f7a32f39-77ca-4b03-8064-a0331366e3b4,store-A
Swanson Bucket,2,20,2/24/2025,,0437bab5-0dae-422e-9d2d-719091ea2dd9,store-A
Doyle Powder,,30,6/15/2024,USD,70a05a3b-f927-4429-8d10-f6242ca3c905,store-A
Ball Notebook,3,30,7/16/2024,,07991be5-0500-4bdc-95bc-a3ee50f4d268,store-A
Vang Charger,3,15.75,7/8/2024,usd,1a52951e-af95-4353-aed3-385ce0718034,store-A
Vasquez Bottle,,,3/22/2025,USD,0ead620f-7c7d-4908-bdda-c73282d77d87,store-A
Holmes Hook,,30,11/10/2024,usd,4f3cb6cf-b60e-49aa-b61c-a1bbed8c8f2c,store-A
Holmes Book,3,30,6/24/2024,USD,d30d0f11-57d2-4a05-aa4f-9e59cd57bb66,store-A
Wallace Sheet,2,30,10/27/2024,USD,,store-A
Gardner Sheet,1,10.5,11/24/2024,USD,104d0c3e-ccfc-43a7-b3e7-e1c56e986cdd,store-A
Daniels Coat,2,10.5,3/18/2025,,9c6e0ab1-c9b0-4029-b2f6-1d23b9008d1d,store-A
Newman Rod,,,5/10/2025,,9d45b8b4-c5ad-4768-999b-3dfff5aef310,store-A
Matthews Plate,3,,9/2/2024,USD,b2eb7229-40ca-4a32-be30-35c42bfabcad,store-A
Welch Mirror,1,15.75,5/18/2025,OMR,c962f93b-225d-4dcd-8312-fbc9490f7256,store-A
Arnold Speaker,3,15.75,4/8/2025,USD,d30dd59b-5c3c-4991-bfc3-ba9afad050fb,store-A
Rivers Lid,1,,6/17/2024,OMR,0dadb5f8-e924-45a5-806b-681dd7aebdea,store-A
Conner Gel,1,10.5,8/31/2024,usd,a00e812d-05bd-451a-9070-f26fa1c1b64b,store-A
Harmon Net,1,15.75,6/1/2024,usd,0104ec48-84a4-4638-9ed4-dad335d44c43,store-A
Barker Deodorant,,15.75,8/5/2024,OMR,a5613db9-80b4-4979-9a6d-7771cec32147,store-A
Flowers Thread,2,15.75,7/31/2024,Usd,d201a8da-c956-4fbb-853a-dea20a7b30b7,store-A
Griffin Cream,3,,1/21/2025,USD,c573b121-c976-47ff-9f1e-5bb1542ca7e7,store-A
Cook Tray,1,30,3/9/2025,Usd,,store-A
Ingram Booklet,3,10.5,3/21/2025,OMR,e985bbb6-1a99-47c6-b559-870ef4962da7,store-A
Larson Rack,2,30,8/24/2024,Usd,f8816ef9-749a-47e7-ac23-c6d5d99b8c70,store-A
Pierce File,1,10.5,7/27/2024,Usd,72a815bf-d3e6-444a-8467-61f4157b6bc2,store-A
